Trade_date,Trade_time,Market,Return
2013-10-22,15:00:00,bond_1,0.35830069133796705
2013-10-31,15:00:00,bond_1,0.201207120884472
2013-11-05,15:00:00,bond_1,0.0933947797287059
2013-11-07,15:00:00,bond_1,0.37598421575006896
2013-11-08,15:00:00,bond_1,0.366341816691417
2013-11-13,15:00:00,bond_1,0.30227581220340805
2013-11-19,16:00:00,bond_1,0.159711670022259
2013-12-02,16:30:00,bond_1,0.0663014876965475
2013-12-04,15:00:00,bond_1,0.947512373729555
2013-12-05,16:30:00,bond_1,0.18996386384853306
2013-12-27,15:00:00,bond_1,0.293052139303599
2014-01-10,15:00:00,bond_1,0.24427731054479696
2014-01-13,19:30:00,bond_1,0.0
2014-01-16,15:00:00,bond_1,0.164035071757512
2014-01-23,15:00:00,bond_1,1.05274295215269
2014-01-29,19:30:00,bond_1,0.180883446990775
2014-01-31,15:00:00,bond_1,0.277845971604073
2014-02-06,15:00:00,bond_1,0.0302879742490402
2014-02-07,17:30:00,bond_1,-0.0684972096376919
2014-02-13,15:00:00,bond_1,-0.0602456107904533
2014-02-25,18:30:00,bond_1,-0.0219088356112599
2014-02-26,19:30:00,bond_1,-0.0247939816972315
2014-02-28,15:00:00,bond_1,-1.22595591797852
2014-03-03,15:30:00,bond_1,0.397017255111053
2014-03-04,15:00:00,bond_1,0.271144142479571
2014-03-06,15:00:00,bond_1,-0.167273388539556
2014-03-12,15:00:00,bond_1,0.110382893689574
2014-03-13,16:30:00,bond_1,0.7521362474751819
2014-03-19,18:30:00,bond_1,0.342187461525573
2014-03-24,16:30:00,bond_1,0.136068412306735
2014-04-02,16:00:00,bond_1,-0.0453404445591945
2014-04-04,15:30:00,bond_1,0.359146927085853
2014-04-10,16:30:00,bond_1,0.13338749211643
2014-04-15,15:30:00,bond_1,0.134506168761743
2014-04-17,17:30:00,bond_1,0.13922083885996694
2014-04-25,15:30:00,bond_1,-0.0875759324820509
2014-05-13,15:00:00,bond_1,0.0
2014-05-14,15:00:00,bond_1,-0.0823668786581339
2014-05-15,15:00:00,bond_1,0.36199460478604
2014-05-28,15:30:00,bond_1,0.37274364984027
2014-06-03,15:00:00,bond_1,0.285161038408503
2014-06-05,18:30:00,bond_1,-0.0226964882886446
2014-06-06,15:00:00,bond_1,-0.0973178521511375
2014-06-10,19:00:00,bond_1,-0.088334218422336
2014-06-12,19:00:00,bond_1,-0.0711400697822931
2014-06-17,15:30:00,bond_1,0.11036848280968
2014-06-19,15:00:00,bond_1,-0.604296090374997
2014-06-25,15:00:00,bond_1,0.0
2014-07-08,17:00:00,bond_1,0.0679984184349006
2014-07-17,19:00:00,bond_1,-0.0441262110593992
2014-07-25,19:30:00,bond_1,-0.0666932460691391
2014-07-30,16:00:00,bond_1,0.728220452006394
2014-08-06,15:00:00,bond_1,0.186983673757734
2014-08-13,16:30:00,bond_1,0.0892695412563452
2014-08-15,16:30:00,bond_1,-0.40021910917186
2014-08-18,19:00:00,bond_1,-0.089225531729763
2014-09-02,15:00:00,bond_1,-0.0273098782678846
2014-09-05,16:30:00,bond_1,-0.473052811132163
2014-09-12,19:00:00,bond_1,-0.0237519257807857
2014-09-19,17:00:00,bond_1,0.33985860291826003
2014-09-25,16:00:00,bond_1,0.16364889137159902
2014-10-01,15:00:00,bond_1,0.328660984142969
2014-10-02,15:30:00,bond_1,-0.267465787526149
2014-10-14,16:30:00,bond_1,0.397392821791436
2014-10-15,15:00:00,bond_1,-1.17580699763705
2014-10-16,16:30:00,bond_1,-0.0219821097007634
2014-10-17,15:00:00,bond_1,-0.185752388459927
2014-10-23,17:00:00,bond_1,-0.0475948856693502
2014-10-30,15:00:00,bond_1,-0.31867915173197603
2014-11-19,15:00:00,bond_1,-0.0735821443361643
2014-11-20,15:00:00,bond_1,-0.13614577573821002
2014-12-01,17:00:00,bond_1,0.683334100990738
2014-12-08,15:00:00,bond_1,0.610772922168785
2014-12-12,16:00:00,bond_1,-0.187128688389654
2014-12-16,15:00:00,bond_1,-0.552219481648631
2014-12-29,15:00:00,bond_1,0.10317927340866
2015-01-02,15:00:00,bond_1,0.21678311180130105
2015-01-06,15:00:00,bond_1,-0.4218071584134939
2015-01-14,15:00:00,bond_1,-0.124735798728156
2015-01-21,15:00:00,bond_1,0.553465092441557
2015-01-22,15:00:00,bond_1,-0.0924674822975692
2015-01-23,15:00:00,bond_1,0.9300030414026852
2015-01-26,16:00:00,bond_1,-0.0811822342931515
2015-01-28,16:00:00,bond_1,0.797945450287991
2015-01-29,18:30:00,bond_1,-0.0218443845569069
2015-01-30,16:00:00,bond_1,0.8713948393929599
2015-02-03,18:30:00,bond_1,0.0240634320425385
2015-02-16,19:30:00,bond_1,-0.04540785446345
2015-02-17,15:00:00,bond_1,0.9475332127764092
2015-02-20,15:00:00,bond_1,-7.334744843535218
2015-02-23,17:30:00,bond_1,0.0460018518006104
2015-02-25,16:00:00,bond_1,0.0960338314079702
2015-03-05,17:30:00,bond_1,0.0227324153200874
2015-03-06,16:00:00,bond_1,0.166289370071554
2015-03-09,15:00:00,bond_1,0.0474610922936479
2015-03-10,15:00:00,bond_1,0.47214031537133
2015-03-12,16:30:00,bond_1,0.0493074861699988
2015-03-18,15:00:00,bond_1,1.97753054783227
2015-03-23,16:00:00,bond_1,-0.27707386115170096
2015-04-15,15:30:00,bond_1,0.134867966443851
2015-04-22,15:30:00,bond_1,0.256971967282073
2015-04-29,15:00:00,bond_1,1.54256940811492
2015-04-30,15:00:00,bond_1,-0.8754916365193729
2015-05-04,15:00:00,bond_1,1.95213018762351
2015-05-05,15:30:00,bond_1,0.417806478134721
2015-05-06,15:30:00,bond_1,1.42664554723708
2015-05-07,17:30:00,bond_1,0.0462331984651087
2015-05-11,16:30:00,bond_1,1.5107373587916002
2015-05-12,19:00:00,bond_1,0.0453890233191778
2015-05-13,15:00:00,bond_1,-3.995703720613181
2015-05-14,15:00:00,bond_1,-0.0752157798194205
2015-05-15,15:00:00,bond_1,0.6506115135448609
2015-05-19,16:00:00,bond_1,0.115985200292862
2015-05-22,15:00:00,bond_1,-1.04797161737441
2015-05-26,15:00:00,bond_1,0.510167313577997
2015-05-29,17:30:00,bond_1,0.18378803998872
2015-06-01,17:00:00,bond_1,0.6546783723331221
2015-06-02,15:00:00,bond_1,3.801360863724221
2015-06-03,15:00:00,bond_1,3.0128589232051497
2015-06-04,15:00:00,bond_1,1.73730630058032
2015-06-05,15:00:00,bond_1,-0.7759313591721091
2015-06-08,16:00:00,bond_1,-0.499818084396208
2015-06-09,15:00:00,bond_1,0.287979475382401
2015-06-11,15:00:00,bond_1,2.39451142306021
2015-06-15,15:00:00,bond_1,-0.8639544514618179
2015-06-16,19:30:00,bond_1,-0.0467688322927371
2015-06-18,17:30:00,bond_1,-0.8963978498603671
2015-06-19,15:00:00,bond_1,0.504683010997822
2015-06-22,15:00:00,bond_1,2.01551981095586
2015-06-24,15:00:00,bond_1,0.5064133102727071
2015-06-25,15:30:00,bond_1,-0.43982916217059903
2015-06-26,15:00:00,bond_1,0.32792654815577305
2015-06-29,15:00:00,bond_1,4.807673876931469
2015-07-01,15:00:00,bond_1,-0.4258136597353479
2015-07-03,15:00:00,bond_1,0.8681167106633559
2015-07-06,19:00:00,bond_1,0.6241217272045239
2015-07-07,15:00:00,bond_1,-1.26239864845458
2015-07-09,15:00:00,bond_1,0.865140293487342
2015-07-10,15:00:00,bond_1,2.6853742576393
2015-07-13,16:00:00,bond_1,0.0737390825608663
2015-07-15,15:00:00,bond_1,1.5097908770717
2015-07-16,15:00:00,bond_1,-1.43660470010092
2015-07-17,16:30:00,bond_1,0.13553541095548402
2015-07-24,19:00:00,bond_1,-0.31074599060139
2015-07-30,16:30:00,bond_1,0.188283075808832
2015-08-05,15:00:00,bond_1,0.677870131646187
2015-08-06,16:30:00,bond_1,-0.0943991724439868
2015-08-07,15:30:00,bond_1,0.279997627142604
2015-08-10,19:00:00,bond_1,0.0233496572868974
2015-08-11,15:00:00,bond_1,0.0674054499734005
2015-08-12,16:00:00,bond_1,-0.458477505054625
2015-08-19,19:00:00,bond_1,0.151929751927164
2015-08-24,18:30:00,bond_1,-0.7737219815953441
2015-08-25,15:00:00,bond_1,1.89941106028142
2015-08-28,15:00:00,bond_1,-1.72366504978032
2015-08-31,16:30:00,bond_1,0.36935713310585
2015-09-03,15:00:00,bond_1,0.8018769188923159
2015-09-04,15:00:00,bond_1,0.927440602616091
2015-09-15,15:00:00,bond_1,1.82381069412718
2015-09-17,19:30:00,bond_1,0.629265672490903
2015-09-18,15:00:00,bond_1,0.260156643652917
2015-09-21,15:30:00,bond_1,-0.0233041856542169
2015-09-22,15:00:00,bond_1,0.7637994319270891
2015-09-28,17:00:00,bond_1,0.163745811890814
2015-10-01,16:30:00,bond_1,-0.145537798906663
2015-10-02,15:00:00,bond_1,-1.30527471433075
2015-10-05,16:30:00,bond_1,0.131249627371996
2015-10-14,19:30:00,bond_1,0.0701133169108851
2015-10-20,15:00:00,bond_1,0.29382885486675103
2015-10-21,15:00:00,bond_1,0.5624840019912579
2015-10-22,15:00:00,bond_1,0.8286747144261929
2015-10-27,15:00:00,bond_1,0.13512548287869
2015-10-29,15:00:00,bond_1,0.7497466070606519
2015-11-02,15:00:00,bond_1,-0.128984562303306
2015-11-06,15:00:00,bond_1,0.742218192156926
2015-11-10,16:30:00,bond_1,0.0219530524999041
2015-11-13,15:00:00,bond_1,0.0262402215314728
2015-11-23,15:00:00,bond_1,-0.728029940358057
2015-11-25,15:00:00,bond_1,0.0697831893343073
2015-12-03,15:00:00,bond_1,9.89003690008641
2015-12-07,15:00:00,bond_1,0.8373657758204159
2015-12-09,16:00:00,bond_1,-1.10664940415212
2015-12-11,15:00:00,bond_1,-0.18093746762158106
2015-12-14,15:00:00,bond_1,0.30815059466487704
2015-12-15,15:00:00,bond_1,-0.659923483360984
2015-12-17,15:00:00,bond_1,1.14810043049418
2015-12-18,16:30:00,bond_1,-0.128828576422402
2015-12-22,15:30:00,bond_1,0.17280921947654002
2015-12-28,16:00:00,bond_1,0.17044236003585994
2015-12-29,15:00:00,bond_1,1.34106099466439
2006-01-10,18:00:00,bond_2,0.0374517704199335
2006-01-13,17:30:00,bond_2,-0.0372160695329617
2006-01-25,16:30:00,bond_2,0.5443050907137439
2006-02-28,18:00:00,bond_2,-0.0748945517270628
2006-03-02,16:00:00,bond_2,-0.243010196254993
2006-03-14,15:30:00,bond_2,0.274105448572116
2006-03-16,16:00:00,bond_2,0.586513820682644
2006-03-21,16:00:00,bond_2,0.0767443419273618
2006-03-24,16:00:00,bond_2,0.259607130782079
2006-03-30,19:00:00,bond_2,-0.0802361837879391
2006-04-07,17:30:00,bond_2,0.0750058991701122
2006-04-13,18:30:00,bond_2,0.0787105095090622
2006-04-19,16:30:00,bond_2,-0.444545612015386
2006-04-25,15:30:00,bond_2,-0.255673843188131
2006-04-27,17:00:00,bond_2,-0.345728511215848
2006-05-01,15:30:00,bond_2,0.039033391608438994
2006-05-05,15:00:00,bond_2,-0.192679258005158
2006-05-17,15:00:00,bond_2,-0.429321439128307
2006-05-18,16:00:00,bond_2,0.27873565149272
2006-05-22,15:30:00,bond_2,-0.506140383100133
2006-06-02,15:00:00,bond_2,0.911193601629776
2006-06-08,17:00:00,bond_2,-0.6237812052068891
2006-06-14,15:00:00,bond_2,0.577557641755556
2006-06-30,19:00:00,bond_2,0.0398656336741851
2006-07-05,15:00:00,bond_2,0.135829568775466
2006-07-07,17:30:00,bond_2,-0.115520689273716
2006-07-18,15:00:00,bond_2,0.25914464575256896
2006-07-19,16:00:00,bond_2,0.7242066626582471
2006-07-28,15:00:00,bond_2,0.0453497299559458
2006-08-04,15:00:00,bond_2,-0.387791209446572
2006-08-11,18:00:00,bond_2,-0.0
2006-08-15,15:00:00,bond_2,0.0596593645612521
2006-08-16,15:00:00,bond_2,0.27136954289286497
2006-08-29,16:30:00,bond_2,-0.7660467915939381
2006-09-05,16:30:00,bond_2,-0.0
2006-09-18,15:00:00,bond_2,-0.615404218058484
2006-09-19,15:00:00,bond_2,0.553838484991321
2006-09-21,17:30:00,bond_2,0.33614196042606503
2006-09-25,17:00:00,bond_2,-0.15320797443870302
2006-09-26,17:00:00,bond_2,-0.0766129222912232
2006-09-29,18:00:00,bond_2,-0.292067127015938
2006-10-04,15:30:00,bond_2,0.0785418377059769
2006-10-05,15:30:00,bond_2,0.200065715367398
2006-10-06,15:00:00,bond_2,0.6731475556611259
2006-10-10,16:00:00,bond_2,0.184704168007121
2006-10-17,15:00:00,bond_2,-0.532277472895881
2006-10-23,15:00:00,bond_2,-0.25920316186754605
2006-10-26,17:00:00,bond_2,0.109800726342073
2006-10-27,15:00:00,bond_2,0.0
2006-10-31,16:30:00,bond_2,0.184554141252222
2006-11-01,17:30:00,bond_2,0.0734539256118821
2006-11-02,15:30:00,bond_2,-0.184679740909144
2006-11-03,15:00:00,bond_2,1.24858964700365
2006-11-07,15:00:00,bond_2,-0.135796222434002
2006-11-13,18:00:00,bond_2,-0.402525677110132
2006-11-14,15:00:00,bond_2,-0.119608099660113
2006-11-15,19:30:00,bond_2,-0.0384558310299836
2006-11-17,15:30:00,bond_2,0.304379477184467
2006-11-30,15:00:00,bond_2,0.255979101317718
2006-12-01,16:00:00,bond_2,-0.195576209860572
2006-12-08,17:00:00,bond_2,0.294199409335934
2006-12-13,15:00:00,bond_2,0.47854720361828
2006-12-15,15:00:00,bond_2,-3.3418074465267904
2006-12-21,19:30:00,bond_2,0.114014340624468
2006-12-22,15:30:00,bond_2,0.518472569611775
2006-12-27,16:30:00,bond_2,-0.0
2006-12-28,15:30:00,bond_2,-0.278154203080536
2007-01-03,15:00:00,bond_2,-0.329074728240778
2007-01-04,17:00:00,bond_2,-0.0842236055665772
2007-01-05,15:00:00,bond_2,-1.00119189563461
2007-01-11,18:30:00,bond_2,0.0372025587155526
2007-01-25,17:30:00,bond_2,0.19925774696860896
2007-02-06,19:30:00,bond_2,-0.038467341704079
2007-02-09,16:00:00,bond_2,0.11828967368077803
2007-02-14,15:30:00,bond_2,0.3659619247486389
2007-02-22,18:30:00,bond_2,-0.0767789641056658
2007-02-23,15:30:00,bond_2,-0.0453485188480931
2007-02-26,19:00:00,bond_2,0.0382941776069759
2007-02-27,16:30:00,bond_2,1.3285698759549398
2007-02-28,15:30:00,bond_2,-0.09043258133374303
2007-03-01,15:00:00,bond_2,-0.7357652677829369
2007-03-02,18:30:00,bond_2,-0.0744356816881933
2007-03-09,15:00:00,bond_2,0.273056799315273
2007-03-12,15:00:00,bond_2,-0.0362082722024789
2007-03-13,16:30:00,bond_2,0.462077344922772
2007-03-22,17:00:00,bond_2,0.0806258819075925
2007-03-26,16:00:00,bond_2,-0.334899170910152
2007-03-28,16:00:00,bond_2,-0.840204806109367
2007-04-06,15:00:00,bond_2,-0.0738892831494508
2007-04-17,15:30:00,bond_2,0.148065628650263
2007-04-30,15:00:00,bond_2,0.365948158838637
2007-05-01,16:30:00,bond_2,-0.38264806163495707
2007-05-03,16:00:00,bond_2,-0.22512953563140695
2007-05-04,17:30:00,bond_2,-0.0762784822137023
2007-05-17,18:00:00,bond_2,0.0735584380813956
2007-05-18,19:30:00,bond_2,-0.233328143919055
2007-05-31,15:30:00,bond_2,-0.379338317897405
2007-06-01,15:30:00,bond_2,0.257024691944605
2007-06-05,16:00:00,bond_2,-0.0
2007-06-07,15:00:00,bond_2,1.21168354748425
2007-06-12,15:00:00,bond_2,0.759288317511075
2007-06-15,16:00:00,bond_2,0.128502317471299
2007-06-19,17:00:00,bond_2,0.3789947247087101
2007-06-20,15:00:00,bond_2,-0.18361621464465905
2007-06-25,15:00:00,bond_2,0.0520050029805209
2007-06-27,15:00:00,bond_2,-0.33634402026155
2007-06-29,15:00:00,bond_2,0.363868437128978
2007-07-03,16:30:00,bond_2,0.115913024001535
2007-07-05,15:00:00,bond_2,1.16138148910565
2007-07-06,17:30:00,bond_2,-0.0
2007-07-10,15:00:00,bond_2,1.09589744533109
2007-07-11,17:00:00,bond_2,-0.0855689716896512
2007-07-12,18:00:00,bond_2,-0.231972992239761
2007-07-16,18:30:00,bond_2,0.170682502551908
2007-07-17,15:30:00,bond_2,-0.109241276996777
2007-07-18,16:00:00,bond_2,-0.108822791797987
2007-07-20,15:00:00,bond_2,0.0563119281257795
2007-07-26,15:00:00,bond_2,1.83498620902603
2007-07-30,19:00:00,bond_2,0.0785518941569007
2007-08-03,16:00:00,bond_2,0.441687104725932
2007-08-08,15:00:00,bond_2,0.339209609670377
2007-08-09,15:00:00,bond_2,-0.564604560349116
2007-08-16,15:00:00,bond_2,0.829161003232158
2007-08-20,18:00:00,bond_2,-0.355746181144505
2007-08-21,15:00:00,bond_2,0.0
2007-08-22,15:00:00,bond_2,-1.59983499279865
2007-08-28,16:30:00,bond_2,0.358654649650336
2007-08-30,16:00:00,bond_2,0.535041038562832
2007-08-31,15:00:00,bond_2,-1.29950855743866
2007-09-05,15:00:00,bond_2,0.880417521805273
2007-09-07,15:00:00,bond_2,1.68947146839885
2007-09-10,16:00:00,bond_2,-0.120035440623697
2007-09-11,19:30:00,bond_2,-0.0
2007-09-13,15:00:00,bond_2,0.513437251272697
2007-09-14,15:00:00,bond_2,-1.26375117786521
2007-09-18,19:00:00,bond_2,-0.850770524395788
2007-09-19,15:00:00,bond_2,-0.8664776249786559
2007-09-20,15:00:00,bond_2,1.78733541411941
2007-09-21,15:00:00,bond_2,0.197398780452513
2007-09-25,15:00:00,bond_2,-0.924482318710966
2007-09-27,19:00:00,bond_2,0.118119766371127
2007-10-02,18:00:00,bond_2,-0.31371145997884003
2007-10-03,16:30:00,bond_2,-0.329207493744838
2007-10-05,15:00:00,bond_2,0.917393889523562
2007-10-11,15:00:00,bond_2,-0.7155823358339499
2007-10-12,15:00:00,bond_2,0.0396156089251263
2007-10-16,19:30:00,bond_2,-0.21742273497124695
2007-10-17,16:00:00,bond_2,0.8926385812183492
2007-10-18,15:00:00,bond_2,0.112735836280784
2007-10-19,15:30:00,bond_2,0.951809631125638
2007-10-22,17:00:00,bond_2,-0.687050736247479
2007-10-24,16:00:00,bond_2,0.32891576015917
2007-10-31,18:30:00,bond_2,0.202075606656798
2007-11-01,15:00:00,bond_2,1.23175073428782
2007-11-02,15:00:00,bond_2,-0.516082311931013
2007-11-07,18:30:00,bond_2,-0.0416868908336062
2007-11-08,18:30:00,bond_2,0.046045387269718
2007-11-09,15:00:00,bond_2,0.242529430937722
2007-11-15,17:30:00,bond_2,0.838432395879914
2007-11-19,16:00:00,bond_2,0.8875288224784341
2007-11-20,16:00:00,bond_2,-1.11191175955191
2007-11-21,15:00:00,bond_2,0.0
2007-11-26,18:30:00,bond_2,1.6484543463490502
2007-11-27,15:00:00,bond_2,0.523322049943826
2007-11-28,17:30:00,bond_2,-0.19284037031469606
2007-11-29,15:00:00,bond_2,0.0
2007-11-30,15:00:00,bond_2,-0.693199550796472
2007-12-03,15:00:00,bond_2,0.20548326623378305
2007-12-05,15:00:00,bond_2,-0.646873367217908
2007-12-06,15:30:00,bond_2,-0.0
2007-12-07,15:30:00,bond_2,0.71202996612609
2007-12-11,15:30:00,bond_2,2.16133136762365
2007-12-12,15:00:00,bond_2,-4.33046466945731
2007-12-13,15:00:00,bond_2,0.488795739098875
2007-12-14,17:00:00,bond_2,-0.110927986618316
2007-12-17,15:00:00,bond_2,-0.276880232420432
2007-12-18,17:00:00,bond_2,-0.42343460232688107
2007-12-19,18:30:00,bond_2,-0.0828209071564514
2007-12-21,15:30:00,bond_2,1.49549534454936
2007-12-24,18:00:00,bond_2,-0.0369192951748521
2007-12-26,19:30:00,bond_2,0.22190741076297105
2007-12-27,15:00:00,bond_2,0.259314755495542
2007-12-28,15:00:00,bond_2,0.433914141012558
2007-12-31,15:00:00,bond_2,0.18803120391805805
2008-01-02,15:30:00,bond_2,0.752172688801034
2008-01-04,15:00:00,bond_2,-0.059719071592155
2008-01-08,15:30:00,bond_2,-1.02762804812028
2008-01-11,15:30:00,bond_2,0.5436913156964109
2008-01-15,15:00:00,bond_2,0.4856716001042221
2008-01-17,16:00:00,bond_2,0.510381150921937
2008-01-18,15:30:00,bond_2,-0.9564290949456729
2008-01-22,15:00:00,bond_2,1.54026649557385
2008-01-23,15:00:00,bond_2,-1.88784783731696
2008-01-24,15:30:00,bond_2,0.651771448822433
2008-01-25,18:00:00,bond_2,0.6709786644999051
2008-01-29,15:30:00,bond_2,-0.222605673921106
2008-01-31,15:00:00,bond_2,-1.6512097327811297
2008-02-01,16:00:00,bond_2,-0.8487264501721941
2008-02-04,16:30:00,bond_2,-0.356918160583278
2008-02-05,15:00:00,bond_2,-1.05826408397189
2008-02-06,16:30:00,bond_2,-0.25639820527899
2008-02-07,17:30:00,bond_2,1.15560844602291
2008-02-08,15:00:00,bond_2,1.28050043003825
2008-02-12,15:00:00,bond_2,-0.400889104064469
2008-02-14,15:00:00,bond_2,0.396117089070972
2008-02-18,15:00:00,bond_2,0.410907388375196
2008-02-19,19:00:00,bond_2,-0.420864653381782
2008-02-21,15:30:00,bond_2,1.30583758635236
2008-02-25,15:30:00,bond_2,0.6345458881929301
2008-02-26,16:00:00,bond_2,-0.21102219984042894
2008-02-27,15:00:00,bond_2,-1.6050636129266
2008-02-28,15:00:00,bond_2,1.55669415165932
2008-02-29,15:00:00,bond_2,1.73736156018196
2008-03-03,15:30:00,bond_2,-0.8146729969130642
2008-03-04,18:30:00,bond_2,-1.0573050148662
2008-03-05,17:00:00,bond_2,-0.0
2008-03-06,15:30:00,bond_2,0.0
2008-03-07,15:00:00,bond_2,0.0578999588920472
2008-03-10,16:00:00,bond_2,0.0
2008-03-11,15:00:00,bond_2,-0.8660929338914621
2008-03-12,16:00:00,bond_2,2.34887330508713
2008-03-13,15:00:00,bond_2,-2.07118270855829
2008-03-14,15:00:00,bond_2,0.649569700418597
2008-03-17,15:00:00,bond_2,0.534990355704178
2008-03-18,15:00:00,bond_2,0.8614460155278391
2008-03-19,15:00:00,bond_2,1.581127141715
2008-03-24,15:00:00,bond_2,-0.0
2008-03-25,15:00:00,bond_2,-0.7955232547452891
2008-03-26,15:00:00,bond_2,-0.195480115129896
2008-03-27,19:00:00,bond_2,-0.225898677825947
2008-03-28,19:30:00,bond_2,0.0853894699625069
2008-03-31,15:30:00,bond_2,-0.717116237439515
2008-04-01,15:00:00,bond_2,1.77998120158454
2008-04-03,15:00:00,bond_2,-1.2242444725678898
2008-04-04,15:00:00,bond_2,0.333046286067589
2008-04-07,15:00:00,bond_2,0.7341114259251429
2008-04-09,16:30:00,bond_2,0.8127520240438392
2008-04-10,17:00:00,bond_2,-0.0
2008-04-11,15:00:00,bond_2,-0.389835777010675
2008-04-15,18:30:00,bond_2,-0.0
2008-04-16,16:30:00,bond_2,0.759193483575238
2008-04-17,18:30:00,bond_2,-0.512378146123705
2008-04-18,15:00:00,bond_2,-1.8957862213913896
2008-04-24,15:00:00,bond_2,0.514877330649635
